32,NV,17160,17345,17587,18309,18851,18877,18593,18834,18453,19312,19560,20192,20868,20697,19959,19589,19353,19014,17014,15561,15987,16719,17637,18733,19641,20501,21102,21692,22894,23619,23338,22548,22031,21650,21746,21587,21407,21829,21491,21202,20612,19759,19614,19327,19034,18977,18788,19212,20217,20976,20165,19456,18916,18751,18794,19726,19809,19763,19857,19689,19372,18963,19109,18784,18713,18628,17847,17354,16885,16015,15875,15453,15504,15333,11132,11038,10769,10280,8715,7726,6969,6317,5624,4955,4468,4435,3988,3541,3094,2648,2201,1754,1308,861,414,5
33,NH,5924,6114,6191,6353,6564,6580,6600,6772,6736,6946,7187,7387,7609,7811,7799,7882,8204,8136,8803,9251,9220,9234,8395,7811,7856,7970,8230,8430,8572,8418,8383,8487,8535,8580,8589,8414,8195,8349,8183,8251,8046,7822,7772,7519,7510,7727,7762,8211,9114,9738,9495,9571,9541,9889,10213,10831,11245,11321,11479,11441,11229,11268,10887,10576,10035,9827,9465,8993,8710,7936,7720,7664,7807,7684,5288,5211,5091,5072,4337,3749,3387,3175,2943,2700,2637,2902,2638,2374,2111,1847,1584,1320,1056,811,793,529
34,NJ,50456,51257,52376,53111,53958,54006,53646,54245,54642,55459,56443,57740,59731,59776,58775,58743,59914,58856,55397,52040,53353,54843,54977,54904,55316,56278,57512,58469,58517,59100,59603,58774,58875,59485,60484,60338,60170,61228,61246,61394,61232,60117,59618,58349,57897,58332,57591,59007,62448,66638,65404,64531,64068,65559,66691,68973,69342,68649,68118,67522,65983,65198,64238,61539,59351,56984,53719,51570,49886,46939,45624,44521,45233,45521,33817,32825,32449,33135,28468,25326,23629,22415,21279,19127,17957,20003,18207,16411,14616,12820,11025,9229,7433,6240,5638,3842
35,NM,11093,11427,11662,11958,12615,12790,12770,12840,13096,13441,13782,14334,14552,14475,14259,14084,14014,14002,13602,13762,13758,13814,13382,13330,13069,13236,13391,13784,14147,14187,13919,13481,13386,13558,13693,13788,13707,13723,13466,13339,12932,12474,12273,11802,11623,11687,11379,11665,12078,12519,12279,11952,11642,12008,12281,13242,13703,14103,14540,14629,14511,14150,14394,14308,14196,13791,13542,13521,13153,12270,11983,11680,11588,11243,8359,8188,7933,7648,6626,5949,5476,5235,4763,4196,3959,4090,3694,3298,2902,2506,2111,1715,1319,923,527,403
36,NY,112282,112042,112929,113293,114205,114925,112503,113473,113495,113717,113875,114218,117376,117038,115469,116201,118663,118347,125661,126350,126694,126380,125060,130496,137676,142368,145626,147623,149440,152339,151865,147523,146420,143245,140730,138073,134431,134854,132117,130737,129520,125012,123239,120972,119901,120546,117751,120348,127171,137147,135410,132825,131703,134982,139161,144711,145499,144295,143665,143679,142403,139398,137578,132543,128566,125313,118543,114499,111478,105996,104175,100833,100385,98866,74379,73079,71544,71551,62430,56677,53333,50807,47576,43157,40919,45535,41443,37351,33259,29167,25076,20984,16892,14075,12800,8708
37,NC,56759,57483,58128,59034,60290,60796,60681,60863,61479,61778,64180,66585,68455,68085,66665,66034,66370,65691,69744,72293,69565,66805,65729,65226,65549,67302,69202,70153,71830,73128,72929,71690,69550,68275,67707,66990,66466,68276,67810,68004,67676,66605,66694,65223,64327,65348,64757,67063,71091,75587,71879,68853,67023,67865,68380,71589,72768,72563,72692,72047,70885,70406,70073,68070,67051,65687,64220,62266,60817,56820,55266,54400,54785,54220,39081,38457,37619,36717,31401,28055,25566,24007,22426,19921,18836,19540,17656,15773,13889,12006,10122,8239,6355,4472,2588,2150
38,ND,5133,5068,5136,5359,5444,5470,5299,5141,5042,4932,5093,5202,5171,5045,4903,4691,4702,4496,4647,5443,5849,5943,6125,6041,5646,5455,5363,5423,5477,5521,5407,5184,4957,4958,5083,5046,4963,5060,4882,4733,4469,4294,4130,3904,3743,3785,3645,3662,3735,3934,3837,3781,3743,3875,4010,4340,4458,4665,4773,4785,4821,4805,4723,4634,4564,4410,4133,3992,3834,3449,3275,3118,3073,3057,2316,2291,2229,2176,1935,1771,1687,1720,1636,1561,1463,1709,1562,1416,1270,1124,978,831,752,685,539,393
39,OH,64855,66094,67849,68340,69784,70422,70255,70198,69081,69336,71922,74415,75955,76096,75084,74412,75825,74984,74031,76507,74139,73229,73678,72903,73493,74560,75753,77796,79737,80441,80119,78145,75417,74304,74665,74016,72831,74275,74199,74343,73203,70942,69528,67556,66556,67328,66310,68728,74219,79274,75870,73830,71962,74083,75784,79858,81442,82123,84126,84361,83524,84564,85071,82093,78986,77206,73923,71370,69747,64840,63060,62030,62254,60949,41958,41100,41610,42610,37417,33625,30959,29668,27861,25237,23420,25240,22898,20556,18214,15872,13530,11188,8846,6504,5551,4162
40,OK,23508,23844,24284,25095,26032,26042,26005,26209,26195,26288,26770,27452,27981,27791,26850,26431,26689,26219,25195,25966,26294,26536,26502,26038,25444,25215,25665,26259,27516,27819,27380,26387,25810,25451,26108,26100,26323,27117,26330,26074,25611,24190,23431,22867,22509,22559,21831,22279,23366,24098,23157,22227,21630,21866,22387,24099,25196,25632,26022,25959,25692,25303,25200,24618,23954,23416,22695,21901,21125,19680,19120,18586,18657,18661,13575,13796,13854,13237,11487,10573,9827,9183,8370,7418,6947,7285,6590,5895,5201,4506,3812,3117,2422,1728,1033,1032
41,OR,20354,20602,21415,22391,23204,23351,23400,23409,23546,24113,24598,25194,26018,25740,24863,24413,24855,24365,24050,24174,24362,25121,25784,26289,26587,27169,27978,28755,30283,31365,30670,30035,29590,29454,29810,29679,29600,30185,30000,29708,29312,27975,27630,26678,25905,25451,24717,24906,25785,27471,26735,25654,24294,24471,24496,25408,26203,27126,27920,27903,27988,27978,28634,28406,28244,28244,28286,27876,26956,25038,24259,23594,23454,23285,16354,16048,15830,15276,13053,11593,10327,9598,8912,7880,7241,7831,7107,6383,5659,4935,4211,3487,2763,2039,1803,1315
