32,NV,35099,35471,36129,37477,38393,38696,38116,38502,38413,39493,40115,41198,42841,42215,40762,39894,39639,38996,35407,32642,33226,34414,35827,37846,39955,41435,42868,44322,46315,47779,47553,45925,45282,44619,44691,44338,43883,44397,43847,43407,42505,40444,39982,38968,38410,38658,37985,38973,40776,43141,41781,39944,38617,38517,38812,40281,40076,39903,40189,39689,39056,37811,37947,36916,36516,36096,34409,33478,32397,30715,30419,29673,30114,30153,21545,21183,20634,19802,16701,14651,13356,12051,10787,9317,8240,7864,7040,6216,5392,4568,3744,2920,2096,1272,448,5
33,NH,12082,12352,12585,13071,13430,13523,13558,13898,13895,14406,14667,15217,15724,16031,15970,16175,16634,16659,17676,18548,18578,18475,17235,16212,16474,16682,17096,17498,17652,17522,17538,17536,17509,17566,17533,17165,16683,17015,16829,16739,16258,15752,15505,14982,15021,15393,15605,16442,18157,19662,19156,19191,19022,19789,20307,21552,22285,22419,22767,22730,22302,22295,21791,20957,19952,19401,18557,17702,17059,15459,15010,14889,15171,14921,10011,9888,9723,9571,8059,6908,6176,5790,5258,4685,4533,4754,4300,3847,3394,2941,2488,2034,1581,1128,678,675
34,NJ,103344,105241,107445,108947,110308,110317,109785,110717,112022,113718,115619,118191,122025,121921,120222,120191,122283,120959,114690,107393,109025,111059,111195,111079,112592,114246,116001,118596,118621,119885,120602,119891,119488,120499,122492,121828,121393,123336,123175,122960,122561,119676,119048,116526,115546,116301,114525,117225,124370,132347,129672,127350,126138,128747,131208,135180,136037,135155,134614,133014,129937,127449,124988,119409,114132,109409,102807,98146,93859,87772,84847,82173,83319,83932,61089,59115,58164,58804,49914,43942,40639,38475,35993,32139,29745,31787,28812,25838,22863,19889,16915,13940,10966,7991,6229,5017
35,NM,22601,23076,23811,24505,25470,25946,26189,26412,26749,27339,28248,29098,29847,29664,28824,28583,28621,28652,28181,28554,28624,28599,27623,27599,27368,27658,27905,28582,29299,28970,28528,27868,27810,28019,28237,28170,28045,28261,27580,27220,26480,25199,24801,23955,23546,23325,22658,23240,24087,25040,24327,23757,23186,23800,24107,25825,26723,27552,28653,28467,28095,27359,27750,27370,26790,26257,25719,25303,24781,23269,23052,22346,22115,21540,15745,15464,14846,14295,12272,11063,10007,9473,8614,7668,7041,6989,6285,5581,4877,4173,3469,2765,2061,1357,653,5
36,NY,229460,228722,231501,232402,233969,234317,230554,232417,232992,233941,233619,234913,241027,240249,236704,238245,243189,242276,254804,255097,255999,253729,249382,257391,270831,280371,288623,293633,296553,305057,304835,297015,292693,287028,283423,277529,269156,269262,263647,260987,258597,248439,244240,238661,236130,238459,231925,236620,250755,270631,268213,261964,258838,264278,272124,282914,284025,281168,280435,279796,277305,270586,266748,255694,247227,240157,226225,217357,210660,198047,193500,186267,185007,182775,133801,130993,127404,126602,109414,98245,91385,86268,80342,72029,67571,72340,65583,58826,52069,45312,38555,31798,25041,18284,14543,11527
37,NC,115863,116852,119187,121043,123426,124095,123812,123871,125100,126428,131648,136112,140290,139754,136395,134611,135393,133838,141292,148564,144345,139867,136313,133237,133548,135806,139121,141259,143650,145753,143794,140296,136356,134052,133778,132151,130832,134343,133191,133446,132927,130183,130437,127587,125669,127799,127338,132339,140512,148602,141332,136331,132606,133593,134594,139768,142170,140852,140969,139262,136407,134746,134124,129984,126900,123565,120056,116036,113051,105256,102561,100828,101600,101299,71652,70400,68531,66672,56240,49964,44947,41719,38184,33633,31436,31346,28202,25059,21915,18772,15628,12485,9341,6198,3054,5
38,ND,10561,10506,10732,11110,11161,11050,10750,10516,10351,10111,10402,10549,10573,10422,10053,9701,9519,9138,9586,11912,12204,12521,13202,12891,11995,11690,11503,11644,11799,11934,11690,11158,10839,10828,11111,10995,10681,10856,10450,10176,9657,9211,8941,8347,7974,7991,7716,7722,7937,8322,8053,8000,7813,8023,8230,8819,9193,9518,9785,9852,9883,9798,9703,9392,9218,8900,8414,8196,7898,6998,6601,6328,6191,6062,4415,4387,4335,4177,3620,3292,3027,3029,2847,2666,2521,2777,2525,2273,2021,1769,1517,1265,1013,784,761,509
39,OH,132662,134801,138277,140103,143000,143839,143589,143517,142711,142975,147441,151865,155666,156158,153641,152286,155083,153446,151938,157090,151615,148750,148419,147441,149428,151062,153582,157154,160063,161438,160398,157124,152143,149803,150223,148368,145826,148418,148765,149186,146789,142191,139280,135048,132643,134444,132751,137510,148618,159045,151989,147833,144537,148141,150776,158097,161248,161535,165775,165919,164130,165214,165775,159739,153407,149225,142256,137097,133510,123019,119044,116083,115974,114874,77294,75358,75358,76536,66445,59009,53622,51214,47576,42369,39024,40418,36515,32613,28711,24808,20906,17004,13101,9199,5297,4254
40,OK,48113,48890,50061,51616,53217,53270,53524,53736,53517,53797,54873,56176,57287,56935,54914,54304,54564,53777,52378,53904,54700,54703,55105,54168,52912,52340,52717,53816,55678,56025,54618,53122,52055,51723,52835,52943,53359,54613,53660,52933,51748,48888,47612,46402,45458,45435,44002,44848,46934,49122,46980,44934,43500,43793,44982,47763,49553,50651,51421,51052,50428,49235,48987,47599,46384,45276,43559,41717,40068,37271,36132,34894,35012,35093,25148,25484,25221,24053,20726,18856,17433,16228,14667,12837,11911,12038,10847,9656,8465,7274,6083,4892,3701,2510,1319,390
41,OR,41718,42339,43936,45962,47428,48101,48179,48121,48527,49273,50613,51748,53292,52721,51120,50320,51001,50180,49415,49351,50058,50881,51915,53480,54138,55459,56902,58625,61074,63379,62557,60936,60054,60020,60703,60482,60200,61238,60757,60401,59456,56957,56248,54364,52912,52280,50515,50586,53094,56612,54351,51988,49125,49377,49459,51016,52194,53335,54719,54716,54385,54156,55255,54926,54344,54170,54108,53221,51654,47869,46447,45109,44930,44611,30869,30660,29947,28811,24188,21485,19260,17623,15969,14121,12874,13299,12011,10724,9437,8149,6862,5575,4287,3000,1713,1297
